Channel,MerchantId,MerchantName,MerchantLink
"Blibli","ADO-70022","Advance Official Store","https://www.blibli.com/merchant/advance-official-store/ADO-70022"
"Blibli","AEB-70011","AERIS BEAUTE Official Store","https://www.blibli.com/merchant/aeris-beaute-official-store/AEB-70011"
"Blibli","ALF-70298","Alchemist Fragrance","https://www.blibli.com/merchant/alchemist-fragrance/ALF-70298"
"Blibli","ANO-60059","Anessa Official Store","https://www.blibli.com/merchant/anessa-official-store/ANO-60059"
"Blibli","AND-37218","Anker Indonesia Official Store","https://www.blibli.com/merchant/anker-indonesia-official-store/AND-37218"
"Blibli","ARG-70093","Ariston Global Official Store","https://www.blibli.com/merchant/ariston-global-official-store/ARG-70093"
"Blibli","ARI-60043","Ariston Water Heater Official Store","https://www.blibli.com/merchant/ariston-water-heater-official-store/ARI-60043"
"Blibli","ARP-70390","Artisan Pro Official Store","https://www.blibli.com/merchant/artisan-pro-official-store/ARP-70390"
"Blibli","ASO-60035","Asus (Smartphone)","https://www.blibli.com/merchant/asus-smartphone/ASO-60035?pickupPointCode=PP-3100851"
"Blibli","AVS-60030","AVOSKIN BEAUTY JAKARTA   Official Store","https://www.blibli.com/merchant/avoskin-beauty-jakarta-official-store/AVS-60030"
"Blibli","PTA-60103","Babyliss Official Store","https://www.blibli.com/merchant/babyliss-official-store/PTA-60103"
"Blibli","BAO-70284","barenbliss Official Store","https://www.blibli.com/merchant/barenbliss-official-store/BAO-70284"
"Blibli","BEO-70166","Beeme Official Store","https://www.blibli.com/merchant/beeme-official-store/BEO-70166"
"Blibli","BEO-70237","Bervin Official Store","https://www.blibli.com/merchant/bervin-official-store/BEO-70237"
"Blibli","BIS-60143","Bioderma Official Store","https://www.blibli.com/merchant/bioderma-official-store/BIS-60143"
"Blibli","BID-70072","Biotalk.id Official Store","https://www.blibli.com/merchant/biotalk-id-official-store/BID-70072"
"Blibli","KAE-60027","Blackmores Official Store","https://www.blibli.com/merchant/blackmores-official-store/KAE-60027?pickupPointCode=PP-3525247"
"Blibli","APF-70017","Blibli - Apple Authorized Reseller Flagship Store",""
"Blibli","BLP-60045","Blibli.com","https://www.blibli.com/merchant/blibli-official-store-ponsel/BLP-60045"
"Blibli","BLP-60041","Blibli.com","https://www.blibli.com/merchant/samsung-official-store/BLP-60041"
"Blibli","BLA-60054","Blibli.com","https://www.blibli.com/merchant/blibli-official-store-appliances/BLA-60054"
"Blibli","BLH-15012","Blibli.com","https://www.blibli.com/merchant/blibli-com-handphone/BLH-15012"
"Blibli","BLP-70112","BLP Official Store","https://www.blibli.com/merchant/blp-official-store/BLP-70112"
"Blibli","PTM-60075","BOLDe","https://www.blibli.com/merchant/bolde/PTM-60075"
"Blibli","BRO-70056","Brasov Official Store","https://www.blibli.com/merchant/brasov-official-store/BRO-70056"
"Blibli","BRB-70001","BREYLEE INDONESIA Official Store","https://www.blibli.com/merchant/breylee-indonesia-official-store/BRB-70001"
"Blibli","BRP-70118","Bromen.id Official Store","https://www.blibli.com/merchant/bromen-id-official-store/BRP-70118"
"Blibli","CAO-70106","CAVE Official Shop","https://www.blibli.com/merchant/cave-official-shop/CAO-70106"
"Blibli","CHO-70132","CHIEF STORE Official Store","https://www.blibli.com/merchant/chief-store-official-store/CHO-70132"
"Blibli","COD-12092","Corine de Farme Official Store","https://www.blibli.com/merchant/corine-de-farme-official-store/COD-12092"
"Blibli","COE-60028","COSMOS Official Store","https://www.blibli.com/merchant/cosmos-official-store/COE-60028"
"Blibli","CVS-70137","CV SAMI JAYA FBB Official Store","https://www.blibli.com/merchant/cv-sami-jaya-fbb-official-store/CVS-70137"
"Blibli","CVS-60072","CV. SAMI JAYA Official Store","https://www.blibli.com/merchant/cv-sami-jaya-official-store/CVS-60072"
"Blibli","DAG-70041","Daeng Gi Meo Ri Official Store","https://www.blibli.com/merchant/daeng-gi-meo-ri-official-store/DAG-70041"
"Blibli","DAA-70193","Daikin AC & Air Quality Official Store","https://www.blibli.com/merchant/daikin-ac-air-quality-official-store/DAA-70193"
"Blibli","DAO-60068","Dancoly Official Store","https://www.blibli.com/merchant/dancoly-official-store/DAO-60068"
"Blibli","DAM-70187","DAZZLE ME Official Store","https://www.blibli.com/merchant/dazzle-me-official-store/DAM-70187"
"Blibli","DEM-70108","Dear Me Beauty Official Store","https://www.blibli.com/merchant/dear-me-beauty-official-store/DEM-70108"
"Blibli","DEE-60073","Departemen Elektronik Official Store","https://www.blibli.com/merchant/departemen-elektronik-official-store/DEE-60073"
"Blibli","KOO-60046","Dorahomi Official Store","https://www.blibli.com/merchant/dorahomi-official-store/KOO-60046"
"Blibli","ECI-60022","Ecohome Indonesia Official Store","https://www.blibli.com/merchant/ecohome-indonesia-official-store/ECI-60022"
"Blibli","EIG-70003","Eileen Grace Official Store","https://www.blibli.com/merchant/eileen-grace-official-store/EIG-70003"
"Blibli","ELB-70095","Electrolux by Blibli Flagship Store","https://www.blibli.com/merchant/electrolux-by-blibli-flagship-store/ELB-70095"
"Blibli","ELS-70311","Ella Skincare Official Store","https://www.blibli.com/merchant/ella-skincare-official-store/ELS-70311"
"Blibli","ERS-60058","ERHA Skincare Official Store","https://www.blibli.com/merchant/erha-skincare-official-store/ERS-60058"
"Blibli","GAO-70084","Gaabor Official Store","https://www.blibli.com/merchant/gaabor-official-store/GAO-70084"
"Blibli","GLI-60022","GLAMPALM INDONESIA Official Store","https://www.blibli.com/merchant/glampalm-indonesia-official-store/GLI-60022"
"Blibli","GOH-60033","Goto Living","https://www.blibli.com/merchant/goto-living-official-store/GOH-60033"
"Blibli","GRG-70091","Grace and Glow Official Store","https://www.blibli.com/merchant/grace-and-glow-official-store/GRG-70091"
"Blibli","DEG-70070","gree jakarta official store","https://www.blibli.com/merchant/gree-jakarta-official-store/DEG-70070"
"Blibli","PTG-24934","Gree Official Store","https://www.blibli.com/merchant/gree-official-store/PTG-24934"
"Blibli","HIO-70064","HITACHI Official Store",""
"Blibli","HMO-70007","HMNS Official Store","https://www.blibli.com/merchant/hmns-official-store/HMO-70007?pickupPointCode=PP-3530239&fbbActivated=true"
"Blibli","HOH-60024","Holika Holika Indonesia","https://www.blibli.com/merchant/holika-holika-indonesia-official-store/HOH-60024"
"Blibli","IMO-70030","Implora Official Store","https://www.blibli.com/merchant/implora-official-store/IMO-70030"
"Blibli","INC-28157","Indoganic Official Store","https://www.blibli.com/merchant/indoganic-official-store/INC-28157"
"Blibli","INC-70176","inez cosmetics Official Store","https://www.blibli.com/merchant/inez-cosmetics-official-store/INC-70176"
"Blibli","INO-60069","Infinix Authorized Official Store","https://www.blibli.com/merchant/infinix-authorized-official-store/INO-60069?_branch_match_id=1242258736294847751&utm_source=Web&utm_campaign=Merchant%20Share&utm_medium=Share&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXT8rJBCK9xIICvZzMvGz95AxnD9cUM39HlyQAYzQ%2FsyMAAAA%3D&pickupPointCode=PP-3083606"
"Blibli","INO-70018","INGLOT  Official Store","https://www.blibli.com/merchant/inglot-official-store/INO-70018"
"Blibli","ITO-70015","Itel Store","https://www.blibli.com/merchant/itel-store/ITO-70015?_branch_match_id=1242258736294847751&utm_source=Web&utm_campaign=Merchant+Share&utm_medium=Share&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXT8rJBCK9xIICvZzMvGz94rwkl1BPxzRnlyQAY4FSmyMAAAA=&pickupPointCode=PP-3466949"
"Blibli","JAT-60025","Jaco Tv Shopping Official Store","https://www.blibli.com/merchant/jaco-tv-shopping-official-store/JAT-60025"
"Blibli","JJO-60022","Johnson & Johnson Official Store","https://www.blibli.com/merchant/johnson-johnson-official-store/JJO-60022"
"Blibli","JOB-60035","Joylab Beauty Official Store","https://www.blibli.com/merchant/joylab-beauty-official-store/JOB-60035"
"Blibli","KAK-25212","KAO Personal Care Official Store","https://www.blibli.com/merchant/kao-personal-care-official-store/KAK-25212"
"Blibli","KEO-70137","Kelaya Store Official Store","https://www.blibli.com/merchant/kelaya-store-official-store/KEO-70137"
"Blibli","KII-60038","Kirin Indonesia Official Store","https://www.blibli.com/merchant/kirin-indonesia-official-store/KII-60038"
"Blibli","KIT-10831","KitchenAid Official Store","https://www.blibli.com/merchant/kitchenaid-official-store/KIT-10831"
"Blibli","KOS-60058","korindo Official Store","https://www.blibli.com/merchant/korindo-official-store/KOS-60058"
"Blibli","KOE-60035","KOSE  Official Store","https://www.blibli.com/merchant/kose-official-store/KOE-60035"
"Blibli","KUI-60037","Kurumi Indonesia Official Store","https://www.blibli.com/merchant/kurumi-indonesia-official-store/KUI-60037"
"Blibli","LOO-60047","L’occitane Official Store","https://www.blibli.com/merchant/l-occitane-official-store/LOO-60047"
"Blibli","LOO-60031","L'Oreal  Official Store","https://www.blibli.com/merchant/l-oreal-official-store/LOO-60031"
"Blibli","LAI-60062","La'dor Indonesia Official Store","https://www.blibli.com/merchant/la-dor-indonesia-official-store/LAI-60062"
"Blibli","LAI-70118","LAIFEN INDONESIA Official Store","https://www.blibli.com/merchant/laifen-indonesia-official-store/LAI-70118"
"Blibli","LAS-70410","lavojoy Official Store","https://www.blibli.com/merchant/lavojoy-official-store/LAS-70410"
"Blibli","LIE-70185","Lilith & Eve Official Store","https://www.blibli.com/merchant/lilith-eve-official-store/LIE-70185"
"Blibli","LUS-70168","Lumecolors Official Store","https://www.blibli.com/merchant/lumecolors-official-store/LUS-70168"
"Blibli","MAF-60063","Mad for Makeup","https://www.blibli.com/merchant/mad-for-makeup/MAF-60063"
"Blibli","BLM-60040","Mandom","https://www.blibli.com/merchant/mandom-official-store/BLM-60040"
"Blibli","MAN-60077","Mane 'n Tail Official Store","https://www.blibli.com/merchant/mane-n-tail-official-store/MAN-60077"
"Blibli","MAW-60053","Marshwillow Official Store","https://www.blibli.com/merchant/marshwillow-official-store/MAW-60053"
"Blibli","MAT-60050","Martha Tilaar Official Store","https://www.blibli.com/merchant/martha-tilaar-official-store/MAT-60050"
"Blibli","MAI-70309","Masil Indonesia Official Store","https://www.blibli.com/merchant/masil-indonesia-official-store/MAI-70309"
"Blibli","MAO-70036","Maspion","https://www.blibli.com/merchant/maspion/MAO-70036"
"Blibli","MEE-57629","Metron Elektronika","https://www.blibli.com/merchant/metron-elektronika/MEE-57629"
"Blibli","MIE-27981","MIAMI ELEKTRONIK Official Store","https://www.blibli.com/merchant/miami-elektronik-official-store/MIE-27981"
"Blibli","MII-70046","Midea Indonesia Official Store","https://www.blibli.com/merchant/midea-indonesia-official-store/MII-70046"
"Blibli","MII-70090","MISSHA INDONESIA Official Store","https://www.blibli.com/merchant/missha-indonesia-official-store/MII-70090"
"Blibli","MIE-60037","MITO Electronic Store","https://www.blibli.com/merchant/mito-electronic-store/MIE-60037"
"Blibli","MIH-60044","Mitsubishi Heavy Industries Official Store","https://www.blibli.com/merchant/mitsubishi-heavy-industries-official-store/MIH-60044"
"Blibli","BLO-60030","Miyako Rinnai Shimizu by Blibli","https://www.blibli.com/merchant/miyako-rinnai-shimizu-by-blibli/BLO-60030"
"Blibli","MIO-70151","Mizzu Official Store","https://www.blibli.com/merchant/mizzu-official-store/MIO-70151"
"Blibli","MSG-70136","MS Glow Indonesia Official Store","https://www.blibli.com/merchant/ms-glow-indonesia-official-store/MSG-70136"
"Blibli","NAO-60081","Nacific Official Store","https://www.blibli.com/merchant/nacific-official-store/NAO-60081"
"Blibli","NAB-60069","Nama Beauty Official Store","https://www.blibli.com/merchant/nama-beauty-official-store/NAB-60069"
"Blibli","NAT-22987","Nankai Tools  Official Store","https://www.blibli.com/merchant/nankai-tools-official-store/NAT-22987"
"Blibli","BEI-26898","Natur Official Store","https://www.blibli.com/merchant/natur-official-store/BEI-26898"
"Blibli","NAR-60027","Nature Republic Official Store","https://www.blibli.com/merchant/nature-republic-official-store/NAR-60027"
"Blibli","NEO-70035","NEOZEN Official Store","https://www.blibli.com/merchant/neozen-official-store/NEO-70035"
"Blibli","NED-70068","Nescafe Dolce Gusto Official Store","https://www.blibli.com/merchant/nescafe-dolce-gusto-official-store/NED-70068"
"Blibli","NOI-70001","Notale Indonesia","https://www.blibli.com/merchant/notale-indonesia/NOI-70001"
"Blibli","NPO-70004","Npure Official Store","https://www.blibli.com/merchant/npure-official-store/NPO-70004"
"Blibli","OSS-60032","O'Sweet Singapore Official Store","https://www.blibli.com/merchant/o-sweet-singapore-official-store/OSS-60032"
"Blibli","OEH-70004","Oemah Herborist  Official Store","https://www.blibli.com/merchant/oemah-herborist-official-store/OEH-70004"
"Blibli","ONI-70032","Ona Indonesia Official Store","https://www.blibli.com/merchant/ona-indonesia-official-store/ONI-70032"
"Blibli","OXO-70002","Oxynic Official Store","https://www.blibli.com/merchant/oxynic-official-store/OXO-70002"
"Blibli","BLO-60029","Philips Official Store","https://www.blibli.com/merchant/philips-official-store/BLO-60029"
"Blibli","PHP-70011","Philips Personal Care Official Store","https://www.blibli.com/merchant/philips-personal-care-official-store/PHP-70011"
"Blibli","PHW-70001","Philips Water Official Store",""
"Blibli","POS-70154","Polytron Official Store by Blibli","https://www.blibli.com/merchant/polytron-official-store-by-blibli/POS-70154"
"Blibli","POO-60058","PONDS Official Store","https://www.blibli.com/merchant/ponds-official-store/POO-60058"
"Blibli","PRO-60052","Prodigo Official Store","https://www.blibli.com/merchant/prodigo-official-store/PRO-60052"
"Blibli","PUO-70107","Purbasari Official Store","https://www.blibli.com/merchant/purbasari-official-store/PUO-70107"
"Blibli","PUV-70005","Purityfic Vitamin","https://www.blibli.com/merchant/purityfic-vitamin/PUV-70005?pickupPointCode=ALL_LOCATIONS"
"Blibli","QUH-60029","Quantum Home Appliances Official Store","https://www.blibli.com/merchant/quantum-home-appliances-official-store/QUH-60029"
"Blibli","REO-60043","realme (Smartphone)","https://www.blibli.com/merchant/realme-smartphone/REO-60043?_branch_match_id=1242258736294847751&utm_source=Web&utm_campaign=Merchant%20Share&utm_medium=Share&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXT8rJBCK9xIICvZzMvGx9kyIDw1AP4xRnlyQA7LLgAyMAAAA%3D&pickupPointCode=PP-3060681"
"Blibli","realme-official-store","realme Official Store","https://www.blibli.com/brand/realme-official-store"
"Blibli","RIA-60045","Rinnai Official Store","https://www.blibli.com/merchant/rinnai-official-store/RIA-60045"
"Blibli","ROO-60046","Rohto Official Store","https://www.blibli.com/merchant/rohto-official-store/ROO-60046"
"Blibli","ROA-70106","Rose All Day Cosmetics Official Store","https://www.blibli.com/merchant/rose-all-day-cosmetics-official-store/ROA-70106"
"Blibli","RUH-60024","RUSSELL HOBBS INDONESIA Official Store","https://www.blibli.com/merchant/russell-hobbs-indonesia-official-store/RUH-60024"
"Blibli","SAC-70080","SAFF & Co. Official Store","https://www.blibli.com/merchant/saff-co-official-store/SAC-70080"
"Blibli","SAO-60042","Safi Official Store","https://www.blibli.com/merchant/safi-official-store/SAO-60042"
"Blibli","SAO-70220","Sanex Official Store","https://www.blibli.com/merchant/sanex-official-store/SAO-70220"
"Blibli","SAB-70263","Satto Beauty Official Store","https://www.blibli.com/merchant/satto-beauty-official-store/SAB-70263"
"Blibli","SAE-28670","Satu Elektronik Official Store","https://www.blibli.com/merchant/satu-elektronik-official-store/SAE-28670"
"Blibli","SED-60042","Sebamed  Official Store","https://www.blibli.com/merchant/sebamed-official-store/SED-60042"
"Blibli","SEE-70161","Secondate Official Store","https://www.blibli.com/merchant/secondate-official-store/SEE-70161"
"Blibli","SEM-60055","Sehati Online","https://www.blibli.com/merchant/sehati-online/SEM-60055"
"Blibli","SEI-19024","Sekai","https://www.blibli.com/merchant/sekai/SEI-19024"
"Blibli","SEI-70172","Senka By FineToday Official Store","https://www.blibli.com/merchant/senka-by-finetoday-official-store/SEI-70172"
"Blibli","SEB-60031","Sensatia Botanicals Official Store","https://www.blibli.com/merchant/sensatia-botanicals-official-store/SEB-60031"
"Blibli","SEO-70126","SENUS  Official Store","https://www.blibli.com/merchant/senus-official-store/SEO-70126"
"Blibli","SHI-70078","SHRD Indonesia Official Store","https://www.blibli.com/merchant/shrd-indonesia-official-store/SHI-70078"
"Blibli","SIA-36682","SINAR AGUNG ELECTRONIC Official Store","https://www.blibli.com/merchant/sinar-agung-electronic-official-store/SIA-36682"
"Blibli","SIA-48886","SINAR AGUNG ELEKTRONIK FBB Official Store","https://www.blibli.com/merchant/sinar-agung-elektronik-fbb-official-store/SIA-48886"
"Blibli","SOC-60032","SONY Center Jakarta","https://www.blibli.com/merchant/sony-center-pt-anekasakti-official-store/SOC-60032"
"Blibli","STI-60047","St Ives Official Store","https://www.blibli.com/merchant/st-ives-official-store/STI-60047"
"Blibli","STO-70005","Starco","https://www.blibli.com/merchant/starco/STO-70005"
"Blibli","STE-60029","STRUMART ELEKTRONIK Official Store","https://www.blibli.com/merchant/strumart-elektronik-official-store/STE-60029"
"Blibli","SUO-70156","Sulwhasoo Official Store","https://www.blibli.com/merchant/sulwhasoo-official-store/SUO-70156"
"Blibli","SUE-60039","SUPREME ELECTRONIC Official Store","https://www.blibli.com/merchant/supreme-electronic-official-store/SUE-60039"
"Blibli","TAO-70100","Taffware Official Store","https://www.blibli.com/merchant/taffware-official-store/TAO-70100"
"Blibli","TAS-70308","Tanskin","https://www.blibli.com/merchant/tanskin/TAS-70308"
"Blibli","TEA-70148","TECNO Official Store","https://www.blibli.com/merchant/tecno-official-store/TEA-70148?pickupPointCode=PP-3510228&fbbActivated=false"
"Blibli","TEO-60051","Tefal Official Store","https://www.blibli.com/merchant/tefal-official-store/TEO-60051"
"Blibli","TEB-70100","Teratu Beauty Official Store","https://www.blibli.com/merchant/teratu-beauty-official-store/TEB-70100"
"Blibli","TEI-60025","TESCOM INDONESIA Official Store","https://www.blibli.com/merchant/tescom-indonesia-official-store/TEI-60025"
"Blibli","AUS-70164","The Aubree Official Store","https://www.blibli.com/merchant/the-aubree-official-store/AUS-70164"
"Blibli","THB-60026","The Body Shop Official Store","https://www.blibli.com/merchant/the-body-shop-official-store/THB-60026"
"Blibli","THW-60023","The Wet Brush Official Store","https://www.blibli.com/merchant/the-wet-brush-official-store/THW-60023"
"Blibli","THO-70064","Theraskin Official Store","https://www.blibli.com/merchant/theraskin-official-store/THO-70064"
"Blibli","TII-70011","Tineco Indonesia Official Store","https://www.blibli.com/merchant/tineco-indonesia-official-store/TII-70011"
"Blibli","TOU-17127","TOKUNIKU Official Store","https://www.blibli.com/merchant/tokuniku-official-store/TOU-17127"
"Blibli","TOE-70375","Toshiba Electronics Official Store","https://www.blibli.com/merchant/toshiba-electronics-official-store/TOE-70375"
"Blibli","TRE-60045","Trijaya Elektronik Official Store","https://www.blibli.com/merchant/trijaya-elektronik-official-store/TRE-60045?pickupPointCode=ALL_LOCATIONS"
"Blibli","TUI-70000","Turbo Indonesia Official Store","https://www.blibli.com/merchant/turbo-indonesia-official-store/TUI-70000"
"Blibli","UMA-60268","Umeda Official Store","https://www.blibli.com/merchant/umeda-official-store/UMA-60268"
"Blibli","UNC-47363","Uni Charm Official Store","https://www.blibli.com/merchant/uni-charm-official-store/UNC-47363"
"Blibli","UNP-10819","Unilever Store Official Store","https://www.blibli.com/merchant/unilever-store-official-store/UNP-10819"
"Blibli","UPB-60024","Upmost Beaute Official Store","https://www.blibli.com/merchant/upmost-beaute-official-store/UPB-60024"
"Blibli","VAO-60042","Varesse Official Store","https://www.blibli.com/merchant/varesse-official-store/VAO-60042"
"Blibli","VEO-60031","Vention Official Store","https://www.blibli.com/merchant/vention-official-store/VEO-60031"
"Blibli","VIB-70050","Vienta Blue Gaz","https://www.blibli.com/merchant/vienta-blue-gaz/VIB-70050"
"Blibli","VOP-70007","Votre Peau Official Store","https://www.blibli.com/merchant/votre-peau-official-store/VOP-70007"
"Blibli","WAS-26793","WAHANA SUPER Official Store","https://www.blibli.com/merchant/wahana-super-official-store/WAS-26793"
"Blibli","WIK-26984","Wings Official Store (Bliblimart)","https://www.blibli.com/merchant/wings-official-store-bliblimart/WIK-26984"
"Blibli","WIS-60102","Wings Official Store (SURABAYA)","https://www.blibli.com/merchant/wings-official-store-surabaya/WIS-60102"
"Blibli","WIG-70014","Winn Gas Official Store","https://www.blibli.com/merchant/winn-gas-official-store/WIG-70014"
"Blibli","XIX-70000","XI XIU Official Store","https://www.blibli.com/merchant/xi-xiu-official-store/XIX-70000"
"Blibli","XIC-70002","Xiaomi - CE Official Store","https://www.blibli.com/merchant/xiaomi-ce-official-store/XIC-70002"
"Blibli","xiaomi-official-store","Xiaomi Official Store","https://www.blibli.com/brand/xiaomi-official-store"
"Blibli","YOM-23926","Yong Ma Official Store","https://www.blibli.com/merchant/yong-ma-official-store/YOM-23926"
"Blibli","YOM-70037","Yong Ma Official Store by Blibli","https://www.blibli.com/merchant/yong-ma-official-store-by-blibli/YOM-70037"
"Blibli","ZOI-70011","Zojirushi Indonesia (Elektrik) Official  Store","https://www.blibli.com/merchant/zojirushi-indonesia-elektrik-official-store/ZOI-70011"
"Blibli","ZOI-45870","ZOJIRUSHI INDONESIA Official Store","https://www.blibli.com/merchant/zojirushi-indonesia-official-store/ZOI-45870"
"Lazada","400597038034","Advance Digitals Store","https://www.lazada.co.id/advance-digitals-store/"
"Lazada","401439440223","Alchemist Fragrance","https://www.lazada.co.id/shop/alchemist-fragrance"
"Lazada","402540720932","Apple Authorised Reseller","https://www.lazada.co.id/shop/apple-authorised-reseller"
"Lazada","400716090367","BLP Beauty Official","https://www.lazada.co.id/shop/blp-by-lizzie-parra"
"Lazada","400596723458","Deerma","https://www.lazada.co.id/shop/deerma/"
"Lazada","403329200840","Electrolux ID","https://www.lazada.co.id/electrolux-id"
"Lazada","401642784762","Finally Found You! Store","https://www.lazada.co.id/shop/finally-found-you-store"
"Lazada","400622523091","Gaabor","https://www.lazada.co.id/shop/gaabor/"
"Lazada","400922144050","Guèle","https://www.lazada.co.id/shop/guele"
"Lazada","401266944751","HMNS Perfume","https://www.lazada.co.id/shop/hmns-perfume"
"Lazada","401085552844","L'OREAL PROFESSIONNEL","https://www.lazada.co.id/shop/l-oreal-professionnel"
"Lazada","1000001045","Lazada Retail Cosmos","https://www.lazada.co.id/shop/cosmos/"
"Lazada","1000001066","Lazada Retail Miyako","https://www.lazada.co.id/shop/lazada-retail-miyako/"
"Lazada","1000001052","Make Over Official","https://www.lazada.co.id/shop/make-over-official"
"Lazada","403449008722","Mykonos Official Store","https://www.lazada.co.id/shop/mykonos-official-store"
"Lazada","400709886045","Rose All Day Cosmetics","https://www.lazada.co.id/shop/rose-all-day"
"Lazada","400750128360","SAFF & Co.","https://www.lazada.co.id/shop/saff-co"
"Lazada","5206","Sekai","https://www.lazada.co.id/shop/sekai/"
"Lazada","401095248458","WarehouseSale Electronics","https://www.lazada.co.id/shop/warehousesale-electronics"
"Shopee","799913351","Acneno Official Store","https://shopee.co.id/acneno_id"
"Shopee","375565670","Adera Official Shop","https://shopee.co.id/aderacosmetic"
"Shopee","86767687","Aeris Beaute Official Shop","https://shopee.co.id/aerisbeaute"
"Shopee","112372548","Airnderm Aesthetic Official Shop","https://shopee.co.id/airin.skin"
"Shopee","406360531","Aish Indonesia Official Shop","https://shopee.co.id/aishofficial_id"
"Shopee","945669460","Aku Ayu Official Shop","https://shopee.co.id/akuayuofficial"
"Shopee","724605317","ALCHEMIST Official Store","https://shopee.co.id/alchemist.fragrance"
"Shopee","392349559","Allglows Official Shop","https://shopee.co.id/allglows"
"Shopee","487184770","Almaz Official Shop","https://shopee.co.id/almazofficialstore"
"Shopee","549589052","Altec Lansing Official Shop","https://shopee.co.id/alteclansingofficial"
"Shopee","722594043","Amei Official Store","https://shopee.co.id/ameiofficial"
"Shopee","276165395","AMTHRA","https://shopee.co.id/amthra"
"Shopee","41110869","AMURA Official Shop","https://shopee.co.id/amuraofficial"
"Shopee","296601125","Anessa Official Store","https://shopee.co.id/anessa.official"
"Shopee","166819866","Angola Official Shop","https://shopee.co.id/angolaofficialstore"
"Shopee","217561848","Aoki Official Shop","https://shopee.co.id/aoki_official_store"
"Shopee","331370112","Apple Flagship Store","https://shopee.co.id/appleflagship"
"Shopee","268493582","Aquila Herb Official","https://shopee.co.id/aquilaherbofficial"
"Shopee","65924030","Armando Caruso Official Shop.","https://shopee.co.id/armandocaruso"
"Shopee","93933822","Artisan Pro Official Shop","https://shopee.co.id/artisanproofficial"
"Shopee","710563344","Audax Official Shop","https://shopee.co.id/audax.indonesia"
"Shopee","1114547794","avalanche.fragrance","https://shopee.co.id/avalanche.fragrance"
"Shopee","16978962","Babyliss Paris Official","https://shopee.co.id/babylissparis.id"
"Shopee","899001669","Baisisi Official Store","https://shopee.co.id/baisisiofficial"
"Shopee","92653300","Banana Boat Official Shop","https://shopee.co.id/bananaboatofficial"
"Shopee","184864609","Barry M Official Store","https://shopee.co.id/barrym_cosmetics"
"Shopee","432318829","Baseus Auto Official Shop","https://shopee.co.id/baseusautolife"
"Shopee","801582857","Beamarry Official Store","https://shopee.co.id/beamarryindonesia"
"Shopee","66336320","Beauvrys Official Shop","https://shopee.co.id/beauvrysofficial"
"Shopee","150031946","Beeme Official Shop","https://shopee.co.id/beeme.official"
"Shopee","190390143","Bening's Official Shop","https://shopee.co.id/benings_clinic"
"Shopee","180415888","Benton Official Shop","https://shopee.co.id/bentonindonesia"
"Shopee","311663567","BG Skin Official Shop","https://shopee.co.id/bg_skin_care"
"Shopee","37421755","BHUMI Official Shop","https://shopee.co.id/bhumiofficial"
"Shopee","297684022","BioaquaCosmetics Official Shop","https://shopee.co.id/bioaquacosmetics"
"Shopee","134089202","Bioderma Official Shop","https://shopee.co.id/biodermaofficialstore"
"Shopee","28803710","Black+Decker Official Shop","https://shopee.co.id/sblackdecker"
"Shopee","204176418","Blackmores Official Shop","https://shopee.co.id/blackmoresofficialshop"
"Shopee","945003479","Bleme Official Store","https://shopee.co.id/officialbleme"
"Shopee","127651884","BLP Official Store","https://shopee.co.id/blpbeauty"
"Shopee","446580670","BluMaan Official Shop","https://shopee.co.id/blumaanofficial"
"Shopee","19247300","Bonvie Official Shop","https://shopee.co.id/bonvie.id"
"Shopee","15226070","Bosch Official Store","https://shopee.co.id/boschpowertools.id"
"Shopee","279203688","BOYA Official Shop","https://shopee.co.id/boya_official_shop"
"Shopee","168925122","Brasov Official Shop","https://shopee.co.id/brasovofficial"
"Shopee","324706771","BREYLEE Indonesia Official Shop","https://shopee.co.id/breyleeindonesia"
"Shopee","6490430","Bromen Official Shop","https://shopee.co.id/bromen.id"
"Shopee","586831521","Byzoe Indonesia Official Shop","https://shopee.co.id/byzoeofficial"
"Shopee","683466208","Candi Elektronik Official Shop","https://shopee.co.id/candielektronikofficial"
"Shopee","754339169","Canel & Co Authorized Store Surabaya","https://shopee.co.id/canelco_sby"
"Shopee","138007483","Canel & Co Official Shop","https://shopee.co.id/canel_co"
"Shopee","225008112","Captain Men's Care Official","https://shopee.co.id/captainmenscare"
"Shopee","1024397373","Carasun Official Store","https://shopee.co.id/carasun.id"
"Shopee","268430688","CAVE Official Shop","https://shopee.co.id/cave.official"
"Shopee","283001143","CBD Official Shop","https://shopee.co.id/cbdprofessional"
"Shopee","1108744801","CeraVe Official Store","https://shopee.co.id/ceraveindonesia"
"Shopee","308071195","Chaiza Official Store","https://shopee.co.id/chaizaofficial.id"
"Shopee","40142086","CHIEF OFFICIAL STORE","https://shopee.co.id/chief.company"
"Shopee","215119251","Cleora Beauty Official Shop","https://shopee.co.id/cleorabeauty"
"Shopee","130532371","Click House Official Shop","https://shopee.co.id/myclickhouse"
"Shopee","698697071","Clio Official Shop","https://shopee.co.id/clioindonesia"
"Shopee","73424206","Colab Dry Shampoo Official Shop","https://shopee.co.id/colabdryshampoo"
"Shopee","19351258","Colgate Palmolive Official Shop","https://shopee.co.id/colgate_palmolive_official"
