Brand,Channel,MerchantId,MerchantName,MerchantUrl,Priority,Synonym,Staging (Mostly),Setup
Cleanbee,Shopee,507303170,Cleanbee Official Shop,https://shopee.co.id/shop/507303170,2,cleanbee,"Beauty, PersonalCare",2025-03-24
Click,Shopee,752145094,Click Official Shop,https://shopee.co.id/shop/752145094,2,click,"Beauty, PersonalCare",2025-03-24
Clorismen,Shopee,17760039,Clorismen Official Shop,https://shopee.co.id/shop/17760039,2,clorismen,"Beauty, PersonalCare",2025-03-24
Clorismen,Shopee,17760039,Clorismen Official Shop,https://shopee.co.id/shop/17760039,2,clorismen,"Beauty, PersonalCare",2025-03-24
Collector Parfum,Shopee,61785301,Collector Parfum Official,https://shopee.co.id/shop/61785301,2,collector parfum,"Beauty, PersonalCare",2025-03-24
Colmi,Tokopedia,16493979,Colmi Indonesia Official,https://www.tokopedia.com/colmiindonesia,2,colmi,"Audio, Computer, Electronics, Smartphone",2025-01-01
Consina,Shopee,51694658,Consina Official Store,https://shopee.co.id/consinaofficial,2,consina,"Audio, Computer, Electronics, Smartphone",2025-01-01
Coocaa,Lazada,1000729065,Coocaa,https://www.lazada.co.id/shop/profileVm?sellerId=1000729065&shopId=1211665&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,coocaa,"Audio, Computer, Electronics, Smartphone",2025-01-01
Coocaa,Shopee,39406064,Coocaa Official Store,https://shopee.co.id/coocaa.official.store,2,coocaa,"Audio, Computer, Electronics, Smartphone",2025-01-01
Coocaa,Tokopedia,2961354,Coocaa Official Store,https://www.tokopedia.com/coocaa-id,2,coocaa,"Audio, Computer, Electronics, Smartphone",2025-01-01
Coocaa,Blibli,COO-60027,Coocaa Official Store,https://www.blibli.com/merchant/coocaa-official-store/COO-60027,2,coocaa,"Audio, Computer, Electronics, Smartphone",2025-01-01
Coocaa,Lazada,400609713840,Coocaa TV,https://www.lazada.co.id/shop/profileVm?sellerId=400609713840&shopId=3135345&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,coocaa,"Audio, Computer, Electronics, Smartphone",2025-01-01
Coocaa,Tiktok,7494529663976638580,Coocaaflagshipindonesia,aweme://user/profile/7494529663976638580,2,coocaa,"Audio, Computer, Electronics, Smartphone",2025-01-01
Copper,Shopee,743130531,Copper Authorized Store Balikpapan,https://shopee.co.id/copperbalikpapan,2,copper,"Audio, Computer, Electronics, Smartphone",2025-01-01
Copper,Tokopedia,5942785,Copper Indonesia,https://www.tokopedia.com/copperindonesia,2,copper,"Audio, Computer, Electronics, Smartphone",2025-01-01
Copper,Tiktok,7494472097645955262,Copper Indonesia,aweme://user/profile/7494472097645955262,2,copper,"Audio, Computer, Electronics, Smartphone",2025-01-01
Copper,Bukalapak,200989526,Copper Indonesia Official,https://www.bukalapak.com/u/copperindonesia,2,copper,"Audio, Computer, Electronics, Smartphone",2025-01-01
Coros,Tokopedia,11740443,Coros Indonesia,https://www.tokopedia.com/corosindonesia,2,coros,"Audio, Computer, Electronics, Smartphone",2025-01-01
Coros,Blibli,COI-70021,Coros Indonesia Official Store,https://www.blibli.com/merchant/coros-indonesia-official-store/COI-70021,2,coros,"Audio, Computer, Electronics, Smartphone",2025-01-01
Coros,Shopee,490187875,Coros Official Shop,https://shopee.co.id/corosindonesia,2,coros,"Audio, Computer, Electronics, Smartphone",2025-01-01
Cosmos,Shopee,55938377,Cosmos Official Shop,https://shopee.co.id/cosmosofficialstore,2,cosmos,"Audio, Computer, Electronics, Smartphone",2025-01-01
Cosmos,Tokopedia,2791139,Cosmos Official Store,https://www.tokopedia.com/belanjacosmos,2,cosmos,"Audio, Computer, Electronics, Smartphone",2025-01-01
Daiso,Tokopedia,12064541,DAISO JAPAN OFFICIAL STORE,https://www.tokopedia.com/daiso-japan,2,daiso,"Audio, Computer, Electronics, Smartphone",2025-01-01
Dareu,Shopee,184216053,DAREU Official Shop,https://shopee.co.id/dareu.official,2,dareu,"Audio, Computer, Electronics, Smartphone",2025-01-01
Daviena,Lazada,400606941092,DAVIENA SKINCARE ID,https://www.lazada.co.id/shop/profileVm?sellerId=400606941092&shopId=2824577&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,daviena,"Beauty, PersonalCare",2025-03-24
Daviena,Lazada,400606941092,DAVIENA SKINCARE ID,https://www.lazada.co.id/shop/profileVm?sellerId=400606941092&shopId=2824577&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,daviena,"Beauty, PersonalCare",2025-03-24
Daviena,Shopee,53737088,DAVIENA SKINCARE Official Store,https://shopee.co.id/shop/53737088,2,daviena,"Beauty, PersonalCare",2025-03-24
Daviena,Shopee,53737088,DAVIENA SKINCARE Official Store,https://shopee.co.id/shop/53737088,2,daviena,"Beauty, PersonalCare",2025-03-24
Dazzle Me,Lazada,400649982405,DAZZLE ME BEAUTY,https://www.lazada.co.id/shop/profileVm?sellerId=400649982405&shopId=4828540&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,dazzle me,"Beauty, PersonalCare",2025-03-24
Dazzle Me,Lazada,400649982405,DAZZLE ME BEAUTY,https://www.lazada.co.id/shop/profileVm?sellerId=400649982405&shopId=4828540&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,dazzle me,"Beauty, PersonalCare",2025-03-24
Dazzle Me,Tiktok,7494540729581276041,DAZZLE ME Indonesia,aweme://user/profile/7494540729581276041,2,dazzle me,"Beauty, PersonalCare",2025-03-24
DAZZLE ME,Tokopedia,13374483,DAZZLE ME Indonesia,https://www.tokopedia.com/dazzleme,2,dazzle me,"Beauty, PersonalCare",2025-03-24
Dazzle Me,Tokopedia,13374483,DAZZLE ME Indonesia,https://www.tokopedia.com/dazzleme,2,dazzle me,"Beauty, PersonalCare",2025-03-24
Dazzle Me,Tiktok,7494540729581276041,DAZZLE ME Indonesia,aweme://user/profile/7494540729581276041,2,dazzle me,"Beauty, PersonalCare",2025-03-24
Dazzle Me,Shopee,695661253,DAZZLE ME Official Shop,https://shopee.co.id/shop/695661253,2,dazzle me,"Beauty, PersonalCare",2025-03-24
Dazzle Me,Shopee,695661253,DAZZLE ME Official Shop,https://shopee.co.id/shop/695661253,2,dazzle me,"Beauty, PersonalCare",2025-03-24
Denpoo,Tokopedia,5144458,DENPOO OFFICIAL STORE,https://www.tokopedia.com/denpooelectronic,2,denpoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Denpoo,Shopee,95302925,DENPOO Official Shop,https://shopee.co.id/denpoo_electronic,2,denpoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Daikin,Tokopedia,12779097,Daikin Shop Indonesia,https://www.tokopedia.com/daikin-shop-indonesia,2,daikin,"Audio, Computer, Electronics, Smartphone",2025-01-01
Daimitsu,Shopee,703909712,Daimitsu Official,https://shopee.co.id/daimitsu_official,2,daimitsu,"Audio, Computer, Electronics, Smartphone",2025-01-01
Daimitsu,Tokopedia,13053156,Daimitsu Official Store,https://www.tokopedia.com/daimitsuofficial,2,daimitsu,"Audio, Computer, Electronics, Smartphone",2025-01-01
Darlie,Shopee,277362018,Darlie Official Shop,https://shopee.co.id/shop/277362018,2,darlie,"Beauty, PersonalCare",2025-03-24
Defunc,Tokopedia,2864300,DeFunc Official Store,https://www.tokopedia.com/defunc,2,defunc,"Audio, Computer, Electronics, Smartphone",2025-01-01
Dear Me Beauty,Tiktok,7493990045206545915,Dear Me Beauty,aweme://user/profile/7493990045206545915,2,dear me beauty,"Beauty, PersonalCare",2025-03-24
Dear Me Beauty,Tiktok,7493990045206545915,Dear Me Beauty,aweme://user/profile/7493990045206545915,2,dear me beauty,"Beauty, PersonalCare",2025-03-24
Dear Me Beauty,Tokopedia,2738461,Dear Me Beauty,https://www.tokopedia.com/dearme,2,dear me beauty,"Beauty, PersonalCare",2025-03-24
Dear Me Beauty,Lazada,400680555660,Dear Me Beauty,https://www.lazada.co.id/shop/profileVm?sellerId=400680555660&shopId=5008688&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,dear me beauty,"Beauty, PersonalCare",2025-03-24
Dear Me Beauty,Tokopedia,2738461,Dear Me Beauty,https://www.tokopedia.com/dearme,2,dear me beauty,"Beauty, PersonalCare",2025-03-24
Dear Me Beauty,Lazada,400680555660,Dear Me Beauty,https://www.lazada.co.id/shop/profileVm?sellerId=400680555660&shopId=5008688&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,dear me beauty,"Beauty, PersonalCare",2025-03-24
Dear Me Beauty,Shopee,45495764,Dear Me Beauty Official Shop,https://shopee.co.id/shop/45495764,2,dear me beauty,"Beauty, PersonalCare",2025-03-24
Dear Me Beauty,Shopee,45495764,Dear Me Beauty Official Shop,https://shopee.co.id/shop/45495764,2,dear me beauty,"Beauty, PersonalCare",2025-03-24
Decathlon,Tokopedia,7687545,Decathlon Indonesia,https://www.tokopedia.com/decathlon,2,decathlon,"Audio, Computer, Electronics, Smartphone",2025-01-01
Decathlon,Shopee,161490552,Decathlon Official Shop,https://shopee.co.id/decathlonofficial,2,decathlon,"Audio, Computer, Electronics, Smartphone",2025-01-01
Decrant,Shopee,350819700,Decrant Official Shop,https://shopee.co.id/shop/350819700,2,decrant,"Beauty, PersonalCare",2025-03-24
Delizia,Tokopedia,8460679,Delizia Official Store,https://www.tokopedia.com/deliziaofficial,2,delizia,"Audio, Computer, Electronics, Smartphone",2025-01-01
Dell,Tokopedia,14323556,Dell Official Store,https://www.tokopedia.com/dellflagship,2,dell,"Audio, Computer, Electronics, Smartphone",2025-01-01
Denpoo,Lazada,1000139885,Denpoo,https://www.lazada.co.id/shop/profileVm?sellerId=1000139885&shopId=632583&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,denpoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Denpoo,Blibli,DEE-60075,Denpoo Electronic Official Store,https://www.blibli.com/merchant/denpoo-electronic-official-store/DEE-60075,2,denpoo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Dentiste,Shopee,403404492,Dentiste Official Shop,https://shopee.co.id/shop/403404492,2,dentiste,"Beauty, PersonalCare",2025-03-24
Deocare,Shopee,285906764,Deocare Official Store,https://shopee.co.id/shop/285906764,2,deocare,"Beauty, PersonalCare",2025-03-24
Deorex,Shopee,9458624,Deorex Official Store,https://shopee.co.id/shop/9458624,2,deorex,"Beauty, PersonalCare",2025-03-24
Erha,Lazada,401439008706,Dermies By ERHA,https://www.lazada.co.id/shop/profileVm?sellerId=401439008706&shopId=6591411&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,erha,"Beauty, PersonalCare",2025-03-24
Erha,Lazada,401439008706,Dermies By ERHA,https://www.lazada.co.id/shop/profileVm?sellerId=401439008706&shopId=6591411&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,erha,"Beauty, PersonalCare",2025-03-24
Deviti,Shopee,63934708,Deviti Official Shop,https://shopee.co.id/shop/63934708,2,deviti,"Beauty, PersonalCare",2025-03-24
Apple,Lazada,401028928752,Digimap,https://www.lazada.co.id/shop/profileVm?sellerId=401028928752&shopId=6249364&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,apple,"Audio, Computer, Electronics, Smartphone",2025-01-01
Apple,Shopee,255563049,Digimap Official Shop,https://shopee.co.id/digimapofficial,2,apple,"Audio, Computer, Electronics, Smartphone",2025-01-01
Dizo,Shopee,581144640,Dizo Official Shop,https://shopee.co.id/dizoofficialshop,2,dizo,"Audio, Computer, Electronics, Smartphone",2025-01-01
Dr.Isla,Shopee,638749604,Dr.Isla Official Shop,https://shopee.co.id/shop/638749604,2,dr.isla,"Beauty, PersonalCare",2025-03-24
Dyson,Shopee,317011437,Dyson Official Shop,https://shopee.co.id/shop/317011437,2,dyson,"Beauty, PersonalCare",2025-03-25
Dyson,Blibli,DYN-70011,Dyson Official Store,https://www.blibli.com/merchant/dyson-official-store/DYN-70011,2,dyson,"Beauty, PersonalCare",2025-03-25
Ecle,Shopee,180687053,ECLE Audio Shop,https://shopee.co.id/ecle.audio,2,ecle,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ecle,Lazada,1000175024,ECLE Flagship Store,https://www.lazada.co.id/shop/profileVm?sellerId=1000175024&shopId=667268&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,ecle,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ecle,Shopee,134305400,ECLE Official Shop,https://shopee.co.id/ecle_official,2,ecle,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ecle,Tokopedia,5646265,ECLE Official Store,https://www.tokopedia.com/ecle-electronic,2,ecle,"Audio, Computer, Electronics, Smartphone",2025-01-01
Ecle,Tiktok,7493996549445486411,ECLE Store,aweme://user/profile/7493996549445486411,2,ecle,"Audio, Computer, Electronics, Smartphone",2025-01-01
Eggel,Tiktok,7494552535091153751,EGGEL,aweme://user/profile/7494552535091153751,2,eggel,"Audio, Computer, Electronics, Smartphone",2025-01-01
Eggel,Shopee,52784804,EGGEL Official Store,https://shopee.co.id/portablespeakerstore,2,eggel,"Audio, Computer, Electronics, Smartphone",2025-01-01
Eggel,Tokopedia,2178785,EGGEL Official Store,https://www.tokopedia.com/eggelindonesia,2,eggel,"Audio, Computer, Electronics, Smartphone",2025-01-01
Eggel,Lazada,100041487,EGGEL Store,https://www.lazada.co.id/shop/profileVm?sellerId=100041487&shopId=14068&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,eggel,"Audio, Computer, Electronics, Smartphone",2025-01-01
Elformula,Tiktok,7494083676256044383,ELFORMULA ID,aweme://user/profile/7494083676256044383,2,elformula,"Beauty, PersonalCare",2025-03-24
Elformula,Tiktok,7494083676256044383,ELFORMULA ID,aweme://user/profile/7494083676256044383,2,elformula,"Beauty, PersonalCare",2025-03-24
Elformula,Shopee,600719961,ELFORMULA Official Shop,https://shopee.co.id/shop/600719961,2,elformula,"Beauty, PersonalCare",2025-03-24
Elformula,Shopee,600719961,ELFORMULA Official Shop,https://shopee.co.id/shop/600719961,2,elformula,"Beauty, PersonalCare",2025-03-24
Elformula,Blibli,ELA-70140,ELFORMULA Official Store,https://www.blibli.com/merchant/elformula-official-store/ELA-70140,2,elformula,"Beauty, PersonalCare",2025-03-24
Elformula,Blibli,ELA-70140,ELFORMULA Official Store,https://www.blibli.com/merchant/elformula-official-store/ELA-70140,2,elformula,"Beauty, PersonalCare",2025-03-24
Elformula,Lazada,400868272040,ELFORMULA.ID,https://www.lazada.co.id/shop/profileVm?sellerId=400868272040&shopId=6062585&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,elformula,"Beauty, PersonalCare",2025-03-24
Elformula,Lazada,400868272040,ELFORMULA.ID,https://www.lazada.co.id/shop/profileVm?sellerId=400868272040&shopId=6062585&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,elformula,"Beauty, PersonalCare",2025-03-24
Elvicto,Shopee,168074809,ELVICTO Official Store,https://shopee.co.id/shop/168074809,2,elvicto,"Beauty, PersonalCare",2025-03-24
Dermies,Blibli,ERD-70001,ERHA DELUXE Official Store,https://www.blibli.com/merchant/erha-deluxe-official-store/ERD-70001,2,dermies,"Beauty, PersonalCare",2025-03-25
Naturally Speaking,Blibli,ERD-70001,ERHA DELUXE Official Store,https://www.blibli.com/merchant/erha-deluxe-official-store/ERD-70001,2,naturally speaking,"Beauty, PersonalCare",2025-03-25
Erha,Blibli,ERD-70001,ERHA DELUXE Official Store,https://www.blibli.com/merchant/erha-deluxe-official-store/ERD-70001,2,erha,"Beauty, PersonalCare",2025-03-25
Erha,Blibli,ERD-70001,ERHA DELUXE Official Store,https://www.blibli.com/merchant/erha-deluxe-official-store/ERD-70001,2,erha,"Beauty, PersonalCare",2025-03-25
Erha,Tokopedia,8441357,ERHA ULTIMATE OFFICIAL,https://www.tokopedia.com/erhaultimateofficial,2,erha,"Beauty, PersonalCare",2025-03-24
Erha,Tokopedia,8441357,ERHA ULTIMATE OFFICIAL,https://www.tokopedia.com/erhaultimateofficial,2,erha,"Beauty, PersonalCare",2025-03-24
Erhair,Lazada,401932336200,ERHAIR,https://www.lazada.co.id/shop/profileVm?sellerId=401932336200&shopId=7124673&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,erhair,"Beauty, PersonalCare",2025-03-24
Erhair,Lazada,401932336200,ERHAIR,https://www.lazada.co.id/shop/profileVm?sellerId=401932336200&shopId=7124673&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,erhair,"Beauty, PersonalCare",2025-03-24
Esqa,Tokopedia,4761908,ESQA Cosmetics,https://www.tokopedia.com/esqacosmetics,2,esqa,"Beauty, PersonalCare",2025-03-24
Esqa,Tokopedia,4761908,ESQA Cosmetics,https://www.tokopedia.com/esqacosmetics,2,esqa,"Beauty, PersonalCare",2025-03-24
Esqa,Blibli,ESC-70018,ESQA Cosmetics Official Store,https://www.blibli.com/merchant/esqa-cosmetics-official-store/ESC-70018,2,esqa,"Beauty, PersonalCare",2025-03-24
Esqa,Blibli,ESC-70018,ESQA Cosmetics Official Store,https://www.blibli.com/merchant/esqa-cosmetics-official-store/ESC-70018,2,esqa,"Beauty, PersonalCare",2025-03-24
Evercoss,Lazada,3648,EVERCOSS,https://www.lazada.co.id/shop/profileVm?sellerId=3648&shopId=8245&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,evercoss,"Audio, Computer, Electronics, Smartphone",2025-01-01
Evercoss,Tokopedia,1635673,EVERCOSS OFFICIAL STORE,https://www.tokopedia.com/evercoss,2,evercoss,"Audio, Computer, Electronics, Smartphone",2025-01-01
Evoke,Shopee,1201531553,EVOKE Official Store,https://shopee.co.id/shop/1201531553,2,evoke,"Beauty, PersonalCare",2025-03-24
Eyd,Tokopedia,12320302,EYD Indonesia Official Store,https://www.tokopedia.com/eydid,2,eyd,"Audio, Computer, Electronics, Smartphone",2025-01-01
Eyd,Shopee,482472580,EYD Official Shop,https://shopee.co.id/eyd.id,2,eyd,"Audio, Computer, Electronics, Smartphone",2025-01-01
Earfun,Blibli,EAI-70002,EarFun Indonesia  Official Store,https://www.blibli.com/merchant/earfun-indonesia-official-store/EAI-70002,2,earfun,"Audio, Computer, Electronics, Smartphone",2025-01-01
Earfun,Tiktok,7494704965195958674,Earfun Indonesia,aweme://user/profile/7494704965195958674,2,earfun,"Audio, Computer, Electronics, Smartphone",2025-01-01
Earfun,Tokopedia,10658680,Earfun Indonesia Official,https://www.tokopedia.com/earfunindonesia,2,earfun,"Audio, Computer, Electronics, Smartphone",2025-01-01
Earfun,Shopee,377464282,Earfun Official Store,https://shopee.co.id/earfunofficial,2,earfun,"Audio, Computer, Electronics, Smartphone",2025-01-01
Earth Love Life,Shopee,1044302854,Earth Love Life Official Store,https://shopee.co.id/shop/1044302854,2,earth love life,"Beauty, PersonalCare",2025-03-24
Easytech,Tokopedia,16896550,EasytechOfficial,https://www.tokopedia.com/easytechofficial,2,easytech,"Audio, Computer, Electronics, Smartphone",2025-01-01
Edifier,Tiktok,7494661969521445290,Edifier Indonesia,aweme://user/profile/7494661969521445290,2,edifier,"Audio, Computer, Electronics, Smartphone",2025-01-01
Edifier,Shopee,98366225,Edifier Official Shop,https://shopee.co.id/edifierofficial,2,edifier,"Audio, Computer, Electronics, Smartphone",2025-01-01
Edifier,Tokopedia,2718180,Edifier Official Store,https://www.tokopedia.com/edifier-official,2,edifier,"Audio, Computer, Electronics, Smartphone",2025-01-01
Eileen Grace,Tiktok,7494055813163943155,Eileen Grace,aweme://user/profile/7494055813163943155,2,eileen grace,"Beauty, PersonalCare",2025-03-24
Eileen Grace,Tiktok,7494055813163943155,Eileen Grace,aweme://user/profile/7494055813163943155,2,eileen grace,"Beauty, PersonalCare",2025-03-24
Eileen Grace,Tokopedia,2086051,Eileen Grace,https://www.tokopedia.com/eileengrace,2,eileen grace,"Beauty, PersonalCare",2025-03-24
Eileen Grace,Tokopedia,2086051,Eileen Grace,https://www.tokopedia.com/eileengrace,2,eileen grace,"Beauty, PersonalCare",2025-03-24
Eileen Grace,Shopee,33221984,Eileen Grace Official Shop,https://shopee.co.id/shop/33221984,2,eileen grace,"Beauty, PersonalCare",2025-03-24
Eileen Grace,Shopee,33221984,Eileen Grace Official Shop,https://shopee.co.id/shop/33221984,2,eileen grace,"Beauty, PersonalCare",2025-03-24
Electrolux,Tokopedia,6875528,Electrolux Official,https://www.tokopedia.com/electrolux-id,2,electrolux,"Audio, Computer, Electronics, Smartphone",2025-01-01
Electrolux,Shopee,182072779,Electrolux Official Shop,https://shopee.co.id/electroluxindonesia,2,electrolux,"Audio, Computer, Electronics, Smartphone",2025-01-01
Electrolux,Blibli,ELX-60023,Electrolux Official Store,https://www.blibli.com/merchant/electrolux-official-store/ELX-60023,2,electrolux,"Audio, Computer, Electronics, Smartphone",2025-01-01
Elformula,Tokopedia,16588505,Elformula Official Shop,https://www.tokopedia.com/elformula,2,elformula,"Beauty, PersonalCare",2025-03-24
Elformula,Tokopedia,16588505,Elformula Official Shop,https://www.tokopedia.com/elformula,2,elformula,"Beauty, PersonalCare",2025-03-24
Ella Skincare,Shopee,95154428,Ella Official Shop,https://shopee.co.id/shop/95154428,2,ella skincare,"Beauty, PersonalCare",2025-03-24
Elsheskin,Blibli,ELN-60001,ElsheSkin,https://www.blibli.com/merchant/elsheskin/ELN-60001,2,elsheskin,"Beauty, PersonalCare",2025-03-25
Elsheskin,Tokopedia,1368702,ElsheSkin,https://www.tokopedia.com/elshe-skin,2,elsheskin,"Beauty, PersonalCare",2025-03-25
Elsheskin,Lazada,400590699504,ElsheSkin Official,https://www.lazada.co.id/shop/profileVm?sellerId=400590699504&shopId=1315585&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,elsheskin,"Beauty, PersonalCare",2025-03-25
Elsheskin,Shopee,9035345,ElsheSkin Official Shop,https://shopee.co.id/shop/9035345,2,elsheskin,"Beauty, PersonalCare",2025-03-25
Elsheskin,Tiktok,7493999882387293815,Elsheskin,aweme://user/profile/7493999882387293815,2,elsheskin,"Beauty, PersonalCare",2025-03-25
Emina,Lazada,400606542994,Emina,https://www.lazada.co.id/shop/profileVm?sellerId=400606542994&shopId=2800501&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,emina,"Beauty, PersonalCare",2025-03-24
Emina,Lazada,400606542994,Emina,https://www.lazada.co.id/shop/profileVm?sellerId=400606542994&shopId=2800501&lang=en&host=//https://www.lazada.co.id/shop&_wx_tpl=https://laz-g-cdn.alicdn.com/lazada-decorate/shop-profile/0.3.16/index.js&siteLocale=null&profileVmNewFlag=true,2,emina,"Beauty, PersonalCare",2025-03-24
Emina,Tiktok,7495160946312513955,Emina Cosmetics Indonesia,aweme://user/profile/7495160946312513955,2,emina,"Beauty, PersonalCare",2025-03-25
Emina,Shopee,63983008,Emina Official Shop,https://shopee.co.id/shop/63983008,2,emina,"Beauty, PersonalCare",2025-03-24
Emina,Shopee,63983008,Emina Official Shop,https://shopee.co.id/shop/63983008,2,emina,"Beauty, PersonalCare",2025-03-24
Emina,Blibli,EMA-60025,Emina Official Store,https://www.blibli.com/merchant/emina-official-store/EMA-60025,2,emina,"Beauty, PersonalCare",2025-03-24
Emina,Tokopedia,6091299,Emina Official Store,https://www.tokopedia.com/emina-official,2,emina,"Beauty, PersonalCare",2025-03-24
Emina,Tokopedia,6091299,Emina Official Store,https://www.tokopedia.com/emina-official,2,emina,"Beauty, PersonalCare",2025-03-24
Emina,Blibli,EMA-60025,Emina Official Store,https://www.blibli.com/merchant/emina-official-store/EMA-60025,2,emina,"Beauty, PersonalCare",2025-03-24
Erha,Tiktok,7495658949774379665,Erha Truwhite,aweme://user/profile/7495658949774379665,2,erha,"Beauty, PersonalCare",2025-03-24
Erha,Tiktok,7495658949774379665,Erha Truwhite,aweme://user/profile/7495658949774379665,2,erha,"Beauty, PersonalCare",2025-03-24
Erha,Shopee,1213759520,Erha Truwhite Official Store,https://shopee.co.id/shop/1213759520,2,erha,"Beauty, PersonalCare",2025-03-24
Erha,Shopee,1213759520,Erha Truwhite Official Store,https://shopee.co.id/shop/1213759520,2,erha,"Beauty, PersonalCare",2025-03-24
Erha,Shopee,1046137919,Erha Ultimate Official Store,https://shopee.co.id/shop/1046137919,2,erha,"Beauty, PersonalCare",2025-03-24
Erha,Shopee,1046137919,Erha Ultimate Official Store,https://shopee.co.id/shop/1046137919,2,erha,"Beauty, PersonalCare",2025-03-24
Erhair,Shopee,1213743013,Erhair Official Store,https://shopee.co.id/shop/1213743013,2,erhair,"Beauty, PersonalCare",2025-03-24
Erhair,Tokopedia,17317796,Erhair Official Store,https://www.tokopedia.com/erhairofficialstore,2,erhair,"Beauty, PersonalCare",2025-03-24
Erhair,Tokopedia,17317796,Erhair Official Store,https://www.tokopedia.com/erhairofficialstore,2,erhair,"Beauty, PersonalCare",2025-03-24
Erhair,Shopee,1213743013,Erhair Official Store,https://shopee.co.id/shop/1213743013,2,erhair,"Beauty, PersonalCare",2025-03-24
Esqa,Tiktok,7494597156705568891,Esqa Cosmetics,aweme://user/profile/7494597156705568891,2,esqa,"Beauty, PersonalCare",2025-03-24
